"성별(1)","특성별(1)",특성별(2),2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022
"성별(1)","특성별(1)",특성별(2),응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차,응답자수 (명),분율 (%),표준오차
"남자","소득수준(표준화)별",중,599,10.4,1.5,576,15.1,2.0,598,8.1,1.4,652,6.9,1.2,622,9.0,1.8,650,9.2,1.5,531,10.6,1.8,541,4.9,1.1,529,7.0,1.4
"남자","소득수준(표준화)별",중상,590,13.7,1.9,574,13.7,1.9,605,8.4,1.9,661,9.7,1.4,632,5.6,1.2,652,10.2,1.6,503,8.4,1.5,514,8.2,1.5,511,8.3,1.5
"남자","소득수준(표준화)별",상,600,11.5,1.5,586,13.4,1.8,629,10.3,1.4,607,10.1,1.7,632,8.3,1.4,617,9.4,1.6,517,8.8,1.6,507,10.8,1.9,510,8.6,1.6
"여자","전체",1세이상,3825,6.2,0.4,3686,7.4,0.5,3977,3.0,0.3,3934,3.5,0.4,3920,4.0,0.4,3945,4.8,0.5,3196,5.0,0.5,3301,4.8,0.5,3225,4.6,0.5
"여자","전체",19세이상,3123,6.2,0.5,3058,7.7,0.6,3190,2.7,0.3,3238,3.5,0.4,3261,3.8,0.4,3277,4.4,0.4,2720,4.7,0.5,2833,4.5,0.5,2807,4.7,0.5
"여자","전체",1세이상(표준화),3825,6.7,0.5,3686,8.0,0.6,3977,3.5,0.3,3934,4.0,0.5,3920,4.6,0.5,3945,5.5,0.6,3196,5.9,0.6,3301,5.5,0.6,3225,5.0,0.5
"여자","전체",19세이상(표준화),3123,6.9,0.5,3058,8.7,0.7,3190,3.2,0.4,3238,4.2,0.5,3261,4.5,0.5,3277,5.0,0.5,2720,5.6,0.6,2833,5.1,0.6,2807,5.2,0.6
"여자","연령별1",1-9세,394,4.4,1.3,322,3.9,0.9,460,2.8,1.0,383,3.6,1.0,382,2.8,0.9,363,5.8,1.6,262,6.3,1.7,243,7.0,2.0,220,5.3,1.5
"여자","연령별1",10-18세,308,7.4,1.5,306,7.8,1.9,327,5.9,1.4,313,3.7,1.1,277,7.0,2.1,305,8.5,1.8,214,7.2,1.8,225,6.2,1.6,198,3.2,1.2
"여자","연령별1",19-29세,334,8.0,1.6,346,14.0,2.0,359,4.8,1.1,344,7.0,1.7,359,6.5,1.3,346,7.6,1.5,332,5.6,1.4,305,7.8,2.0,313,6.2,1.4
